User ID,Age,Gender,Country,Device,Subscription Tier,User Segment,Tenure (Months),Onboarding Completed,Session Freq (per week),Feature Adoption Count,Support Tickets,Errors Encountered,Task Completion (%),Avg Time on Task (sec),Days Since Last Login,NPS Score (0–10),NPS Category,Sentiment Label,SUS Q1 (I think I would like to use this product frequently),SUS Q2 (I found the product unnecessarily complex),SUS Q3 (I thought the product was easy to use),SUS Q4 (I think I would need support to use this product),SUS Q5 (I found the various functions well integrated),SUS Q6 (I thought there was too much inconsistency),SUS Q7 (Most people would learn to use this product quickly),SUS Q8 (I found the product very cumbersome to use),SUS Q9 (I felt very confident using the product),SUS Q10 (I needed to learn a lot before using this product),SUS Score (0–100),SUS Grade,UMUX-Lite Q1 – Capability (1–7),UMUX-Lite Q2 – Ease (1–7),UMUX-Lite Score (0–100),CSAT (1–5),"Churn Risk (0=No, 1=Yes)",Renewal Intent
U0260,42,Male,Spain,Mobile,Basic,Power User,22,Yes,4.8,11,1,1,58.5,192,29,10,Promoter,Positive,3,2,3,2,3,3,3,2,4,3,60.0,C,5,3,50.0,4,1,Likely
U0261,25,Female,Germany,Desktop,Pro,New,8,Yes,4.9,13,1,0,79.2,179,17,5,Detractor,Negative,3,1,2,3,3,2,4,3,4,1,65.0,C,6,5,75.0,5,0,Likely
U0262,33,Male,USA,Desktop,Pro,Power User,1,Yes,5.6,12,0,1,75.8,210,18,9,Promoter,Positive,4,3,4,2,4,2,4,1,4,3,72.5,B,4,4,50.0,4,1,Unsure
U0263,18,Female,UK,Desktop,Enterprise,Returning,25,Yes,7.4,10,1,1,93.8,183,1,1,Detractor,Negative,5,2,3,2,4,2,5,2,4,2,77.5,B,6,5,75.0,3,1,Unsure
U0264,24,Female,Germany,Desktop,Enterprise,Returning,56,No,11.3,9,0,0,100.0,92,4,9,Promoter,Positive,3,2,4,1,5,1,4,2,3,1,80.0,A,5,6,75.0,4,0,Likely
U0265,31,Male,Canada,Desktop,Pro,Returning,5,Yes,4.5,13,1,0,95.7,155,30,8,Passive,Neutral,4,1,4,1,3,1,3,2,5,2,80.0,A,7,4,75.0,4,0,Unsure
U0266,22,Male,India,Mobile,Free,Power User,7,Yes,6.8,17,0,1,81.7,187,23,8,Passive,Neutral,4,4,5,3,5,2,3,2,3,2,67.5,C,5,7,83.3,3,1,Likely
U0267,50,Female,UK,Desktop,Pro,Returning,4,Yes,7.0,16,2,0,57.9,290,6,4,Detractor,Negative,3,3,4,2,4,4,3,1,3,2,62.5,C,4,5,58.3,4,0,Unsure
U0268,20,Male,UK,Desktop,Free,Returning,15,Yes,2.5,17,0,3,86.8,338,2,8,Passive,Neutral,3,2,3,1,3,3,4,2,4,1,70.0,B,6,6,83.3,4,0,Unsure
U0269,30,Female,USA,Desktop,Free,Power User,3,Yes,3.9,9,0,3,78.8,313,12,10,Promoter,Positive,4,3,4,2,3,2,4,3,3,3,62.5,C,3,3,33.3,2,1,Unsure
U0270,35,Male,USA,Mobile,Enterprise,New,8,No,4.7,8,2,1,41.7,176,8,3,Detractor,Negative,5,3,5,2,3,3,2,2,5,4,65.0,C,5,5,66.7,3,1,Unsure
U0271,48,Female,USA,Mobile,Free,Returning,21,No,2.9,11,0,5,50.4,218,30,7,Passive,Neutral,3,3,5,2,4,3,5,3,3,5,60.0,C,2,2,16.7,2,1,Unlikely
U0272,20,Male,USA,Mobile,Free,Power User,15,Yes,8.3,16,0,0,77.1,180,38,10,Promoter,Positive,4,2,5,2,4,2,4,2,4,2,77.5,B,6,7,91.7,3,0,Unsure
U0273,46,Female,Canada,Mobile,Free,Power User,9,No,5.7,13,0,0,74.4,336,9,8,Passive,Neutral,3,3,4,3,4,2,4,4,2,1,60.0,C,5,4,58.3,2,0,Unsure
U0274,34,Male,Spain,Mobile,Pro,Power User,10,Yes,5.8,7,0,1,70.9,192,1,8,Passive,Neutral,5,3,4,2,4,2,4,2,4,1,77.5,B,4,5,58.3,3,1,Likely
U0275,24,Female,USA,Desktop,Basic,Power User,15,Yes,7.5,9,2,1,75.1,141,40,10,Promoter,Positive,4,3,3,2,2,3,3,2,3,3,55.0,D,4,6,66.7,4,1,Unsure
U0276,39,Male,Netherlands,Mobile,Pro,New,0,No,11.2,12,1,1,76.1,181,1,8,Passive,Neutral,5,3,4,2,4,2,4,1,3,3,72.5,B,4,6,66.7,3,0,Unsure
U0277,36,Female,USA,Mobile,Free,Power User,1,Yes,10.3,13,0,4,71.7,271,57,6,Detractor,Negative,3,2,5,4,4,2,3,2,3,2,65.0,C,3,3,33.3,3,1,Unlikely
U0278,28,Female,USA,Tablet,Pro,Returning,38,Yes,1.4,14,1,7,63.6,268,21,1,Detractor,Negative,4,2,3,2,3,3,3,2,3,1,65.0,C,4,6,66.7,3,0,Unsure
U0279,35,Male,USA,Tablet,Pro,Returning,1,Yes,8.5,13,1,2,71.4,196,42,10,Promoter,Positive,3,3,4,2,3,1,5,3,5,1,75.0,B,4,2,33.3,4,0,Likely
U0280,30,Male,France,Desktop,Free,New,22,Yes,4.8,11,3,3,49.9,292,5,10,Promoter,Positive,3,2,3,2,4,3,4,3,4,3,62.5,C,1,3,16.7,3,1,Unlikely
U0281,35,Male,Brazil,Desktop,Basic,Returning,45,Yes,6.6,12,0,0,78.9,90,1,6,Detractor,Negative,4,3,4,2,2,1,4,3,4,2,67.5,C,2,3,25.0,4,0,Unsure
U0282,41,Female,France,Desktop,Free,Power User,6,Yes,4.3,12,1,0,73.7,256,16,2,Detractor,Negative,4,2,3,3,4,3,4,3,4,3,62.5,C,3,1,16.7,3,1,Unsure
U0283,50,Female,USA,Mobile,Enterprise,Power User,8,No,7.0,13,1,2,66.9,267,10,7,Passive,Neutral,5,2,3,3,3,2,3,2,3,3,62.5,C,4,3,41.7,5,0,Unsure
U0284,22,Female,France,Desktop,Pro,Returning,15,Yes,7.4,13,1,1,100.0,156,6,9,Promoter,Positive,4,2,4,4,5,1,4,3,5,2,75.0,B,3,4,41.7,4,0,Unsure
U0285,55,Male,UK,Desktop,Enterprise,New,38,Yes,4.4,10,1,1,66.3,185,65,5,Detractor,Negative,4,2,3,4,4,2,3,1,4,3,65.0,C,2,4,33.3,3,1,Unsure
U0286,18,Male,Netherlands,Mobile,Free,Returning,51,Yes,3.3,11,0,1,89.0,132,39,10,Promoter,Positive,3,4,3,3,3,3,2,3,3,2,47.5,F,4,2,33.3,3,0,Unsure
U0287,32,Female,Germany,Desktop,Pro,Power User,24,Yes,6.3,15,1,1,74.6,294,14,3,Detractor,Negative,4,1,4,3,4,2,4,3,3,2,70.0,B,4,5,58.3,3,0,Likely
U0288,40,Female,USA,Mobile,Pro,Power User,2,Yes,7.4,13,0,0,50.4,169,3,10,Promoter,Positive,3,1,4,2,4,2,4,3,4,2,72.5,B,3,3,33.3,4,1,Likely
U0289,37,Prefer not to say,France,Desktop,Pro,Returning,20,Yes,9.8,16,2,1,96.4,192,12,9,Promoter,Positive,5,1,3,3,4,2,4,1,5,2,80.0,A,4,5,58.3,5,0,Likely
U0290,28,Male,France,Desktop,Enterprise,New,10,Yes,10.3,19,0,0,93.5,216,12,9,Promoter,Positive,4,3,5,3,5,1,4,2,4,2,77.5,B,7,5,83.3,5,0,Unsure
U0291,32,Female,UK,Desktop,Basic,Returning,11,Yes,4.8,12,1,0,72.7,322,11,7,Passive,Neutral,3,4,4,2,5,1,4,3,4,2,70.0,B,1,3,16.7,3,0,Unsure
U0292,29,Male,India,Mobile,Free,Returning,1,Yes,7.2,10,3,1,66.6,212,46,9,Promoter,Positive,3,2,4,2,4,1,4,2,3,1,75.0,B,2,4,33.3,5,0,Unsure
U0293,28,Male,USA,Desktop,Pro,Power User,4,Yes,10.1,17,1,0,85.7,159,2,5,Detractor,Negative,5,2,3,1,5,2,4,1,4,2,82.5,A,5,6,75.0,4,0,Likely
U0294,42,Female,India,Desktop,Pro,Returning,28,Yes,9.6,8,2,4,70.0,227,5,6,Detractor,Negative,4,2,3,3,3,2,4,3,4,2,65.0,C,4,4,50.0,2,0,Unsure
U0295,38,Female,Australia,Tablet,Basic,Returning,11,Yes,5.5,7,2,0,64.6,318,1,9,Promoter,Positive,2,2,2,2,5,2,3,5,4,3,55.0,D,1,3,16.7,4,0,Unlikely
U0296,27,Prefer not to say,Canada,Desktop,Free,Returning,6,No,5.7,13,0,0,85.4,217,30,10,Promoter,Positive,3,3,2,2,5,3,3,2,4,2,62.5,C,5,6,75.0,4,1,Unlikely
U0297,43,Male,Germany,Mobile,Basic,New,9,Yes,6.7,13,1,1,76.3,169,18,10,Promoter,Positive,5,1,3,2,4,2,4,2,4,3,75.0,B,3,4,41.7,4,1,Unsure
U0298,37,Male,Germany,Mobile,Free,Power User,35,No,3.6,8,0,1,84.7,127,7,8,Passive,Neutral,5,3,5,2,3,4,4,3,4,3,65.0,C,5,6,75.0,3,0,Likely
U0299,42,Female,UK,Desktop,Basic,Returning,25,Yes,6.5,12,1,0,76.7,135,3,9,Promoter,Positive,5,3,4,2,3,2,4,3,3,2,67.5,C,4,5,58.3,4,1,Unsure
U0300,40,Female,Canada,Mobile,Pro,Returning,6,No,8.2,10,0,0,70.2,275,1,4,Detractor,Negative,3,2,4,3,2,3,3,2,2,2,55.0,D,3,4,41.7,5,1,Unsure
U0301,26,Male,USA,Desktop,Pro,Returning,2,Yes,7.6,10,1,9,56.0,212,4,10,Promoter,Positive,3,3,4,2,5,2,5,3,4,2,72.5,B,5,2,41.7,4,1,Unsure
U0302,28,Male,USA,Mobile,Free,Returning,5,Yes,5.6,14,1,2,69.0,189,11,10,Promoter,Positive,4,3,5,1,4,2,4,3,2,3,67.5,C,3,5,50.0,2,1,Unlikely
U0303,41,Male,USA,Desktop,Basic,Returning,46,No,7.5,15,0,1,33.7,165,4,9,Promoter,Positive,3,1,4,3,3,2,3,3,3,1,65.0,C,5,6,75.0,1,1,Unsure
U0304,40,Female,UK,Mobile,Free,Power User,16,Yes,3.9,11,0,1,63.3,238,6,7,Passive,Neutral,3,4,4,3,4,4,3,3,3,4,47.5,F,4,3,41.7,4,1,Unsure
U0305,34,Male,France,Desktop,Free,Returning,14,Yes,8.7,11,5,0,78.2,196,32,9,Promoter,Positive,3,2,4,1,3,2,2,2,5,2,70.0,B,7,5,83.3,3,0,Unlikely
U0306,35,Male,UK,Mobile,Pro,Returning,16,Yes,5.6,7,0,1,78.2,220,15,9,Promoter,Positive,3,3,5,3,3,2,5,4,4,3,62.5,C,1,3,16.7,3,1,Unsure
U0307,47,Male,India,Desktop,Enterprise,New,8,Yes,5.9,16,0,2,73.1,298,22,9,Promoter,Positive,2,2,4,1,4,1,3,1,4,3,72.5,B,4,5,58.3,3,1,Unsure
U0308,28,Male,USA,Desktop,Basic,Returning,30,No,5.6,14,0,4,81.2,311,1,8,Passive,Neutral,2,3,3,1,3,3,3,2,2,2,55.0,D,4,5,58.3,3,0,Unsure
U0309,39,Male,UK,Desktop,Pro,New,13,Yes,6.1,10,3,0,43.7,128,8,10,Promoter,Positive,4,3,4,2,4,3,3,3,4,3,62.5,C,4,3,41.7,3,1,Unsure
U0310,32,Female,Germany,Desktop,Enterprise,Returning,2,Yes,5.6,15,3,3,77.2,234,11,10,Promoter,Positive,5,3,4,4,3,3,3,1,4,2,65.0,C,4,3,41.7,3,0,Unsure
U0311,32,Male,UK,Mobile,Pro,Power User,2,Yes,10.0,15,0,0,68.2,128,2,7,Passive,Neutral,5,2,4,1,4,1,3,2,5,2,82.5,A,6,5,75.0,5,1,Likely
U0312,45,Female,USA,Desktop,Free,Power User,14,Yes,5.2,11,2,0,56.3,213,2,8,Passive,Neutral,4,2,4,2,3,2,3,2,3,3,65.0,C,4,3,41.7,4,1,Unsure
U0313,42,Male,India,Tablet,Enterprise,Returning,50,Yes,12.9,17,0,0,94.1,179,11,8,Passive,Neutral,4,2,4,2,4,3,5,2,4,1,77.5,B,7,7,100.0,4,1,Likely
U0314,42,Female,UK,Tablet,Basic,Returning,7,Yes,10.5,10,3,0,96.7,199,44,10,Promoter,Positive,4,3,3,2,5,2,5,1,4,2,77.5,B,4,2,33.3,3,0,Likely
U0315,47,Female,Australia,Mobile,Free,New,37,Yes,4.0,11,0,5,78.9,240,2,7,Passive,Neutral,3,3,4,2,4,4,5,2,4,3,65.0,C,5,5,66.7,4,1,Unsure
U0316,34,Female,UK,Desktop,Free,Returning,26,Yes,6.9,13,0,1,77.7,256,7,2,Detractor,Negative,4,3,3,4,4,3,2,2,3,1,57.5,D,2,3,25.0,4,0,Unsure
U0317,41,Female,USA,Desktop,Basic,Power User,5,No,6.9,14,0,0,92.9,189,23,9,Promoter,Positive,5,2,4,2,5,2,5,1,5,1,90.0,A+,7,7,100.0,5,0,Likely
U0318,31,Male,India,Mobile,Free,New,1,Yes,4.4,12,1,8,55.2,212,2,8,Passive,Neutral,1,2,3,3,5,3,4,4,4,2,57.5,D,2,2,16.7,2,1,Unlikely
U0319,37,Male,USA,Desktop,Free,Returning,2,Yes,10.4,16,2,5,59.3,208,24,3,Detractor,Negative,3,2,3,1,2,3,3,1,3,3,60.0,C,2,1,8.3,4,1,Unlikely
U0320,33,Female,UK,Desktop,Free,Power User,23,Yes,5.5,9,0,3,80.1,139,67,7,Passive,Neutral,4,4,5,1,4,3,3,2,3,2,67.5,C,6,3,58.3,2,1,Unsure
U0321,35,Prefer not to say,USA,Mobile,Pro,Power User,4,Yes,8.2,8,3,4,62.9,151,53,10,Promoter,Positive,4,2,4,2,4,2,4,2,4,1,77.5,B,5,5,66.7,4,0,Unsure
U0322,40,Female,USA,Mobile,Pro,New,8,Yes,6.9,4,1,1,76.3,361,14,10,Promoter,Positive,3,3,3,3,3,2,4,3,3,3,55.0,D,4,3,41.7,4,0,Unsure
U0323,26,Female,Australia,Mobile,Free,Returning,13,No,3.8,11,0,3,69.0,177,3,7,Passive,Neutral,4,1,4,3,3,2,5,2,3,2,72.5,B,4,1,25.0,2,0,Unsure
U0324,55,Female,USA,Desktop,Pro,New,23,Yes,5.7,12,0,1,98.8,116,2,9,Promoter,Positive,5,3,4,2,5,1,4,3,4,2,77.5,B,5,7,83.3,5,1,Likely
U0325,24,Female,Canada,Mobile,Pro,New,2,No,3.6,13,1,3,90.6,236,37,3,Detractor,Negative,4,2,4,3,3,1,4,4,4,3,65.0,C,5,3,50.0,5,0,Unsure
U0326,22,Male,Netherlands,Desktop,Pro,Power User,9,Yes,4.9,13,1,2,57.8,199,35,9,Promoter,Positive,2,2,4,2,4,2,4,1,3,3,67.5,C,3,5,50.0,4,0,Unsure
U0327,46,Female,USA,Desktop,Free,Power User,12,Yes,0.5,7,1,1,66.2,213,17,3,Detractor,Negative,2,3,4,2,4,2,3,2,4,3,62.5,C,1,2,8.3,3,0,Unsure
U0328,42,Non-binary,Netherlands,Mobile,Pro,Power User,14,Yes,9.3,9,1,2,76.0,270,15,3,Detractor,Negative,5,2,3,2,5,3,5,2,5,4,75.0,B,7,7,100.0,4,1,Unsure
U0329,40,Male,USA,Desktop,Enterprise,New,31,Yes,11.7,13,0,1,51.3,251,23,7,Passive,Neutral,4,2,4,3,3,2,3,3,3,3,60.0,C,5,4,58.3,4,0,Unsure
U0330,40,Female,Brazil,Desktop,Pro,Power User,3,Yes,8.8,15,0,0,77.4,143,9,8,Passive,Neutral,4,1,4,1,5,4,4,3,4,1,77.5,B,4,5,58.3,4,1,Likely
U0331,34,Male,UK,Desktop,Free,Returning,30,No,4.1,13,3,0,100.0,168,21,8,Passive,Neutral,2,2,4,2,5,3,4,2,5,2,72.5,B,5,4,58.3,4,0,Unsure
U0332,25,Female,India,Mobile,Basic,Returning,21,Yes,5.2,8,0,4,87.3,182,18,9,Promoter,Positive,4,2,4,3,5,2,4,2,4,1,77.5,B,4,6,66.7,4,1,Unlikely
U0333,35,Male,USA,Mobile,Pro,Returning,15,No,5.8,14,2,1,100.0,262,12,8,Passive,Neutral,5,2,4,1,5,3,5,2,4,3,80.0,A,4,4,50.0,3,1,Unsure
U0334,27,Male,USA,Mobile,Basic,New,22,No,4.6,17,1,1,92.6,187,4,7,Passive,Neutral,5,3,3,1,3,3,4,1,5,1,77.5,B,6,3,58.3,4,1,Likely
U0335,44,Female,France,Mobile,Free,Power User,10,Yes,9.5,14,0,1,73.0,91,18,8,Passive,Neutral,4,2,4,2,5,3,4,2,5,3,75.0,B,4,4,50.0,3,1,Unlikely
U0336,33,Male,India,Desktop,Free,Returning,3,Yes,7.7,8,3,7,63.5,238,14,0,Detractor,Negative,4,1,2,2,4,2,4,2,4,4,67.5,C,3,3,33.3,3,1,Unlikely
U0337,26,Female,UK,Desktop,Pro,New,20,Yes,3.5,12,1,1,83.5,130,6,3,Detractor,Negative,4,2,4,1,4,3,4,2,1,2,67.5,C,4,3,41.7,3,1,Unsure
U0338,31,Female,UK,Desktop,Pro,New,13,No,7.7,7,0,3,76.7,367,34,10,Promoter,Positive,2,1,3,3,4,3,5,2,4,1,70.0,B,2,4,33.3,4,0,Unlikely
U0339,38,Non-binary,India,Desktop,Free,New,18,Yes,10.2,15,0,4,66.7,166,22,5,Detractor,Negative,4,2,3,2,4,4,4,2,5,3,67.5,C,3,5,50.0,3,1,Unsure
U0340,28,Male,India,Desktop,Enterprise,New,7,Yes,12.1,14,0,1,62.3,189,36,10,Promoter,Positive,4,3,3,2,4,1,5,2,5,1,80.0,A,4,4,50.0,4,0,Unsure
U0341,26,Male,Brazil,Tablet,Free,Returning,43,Yes,12.7,5,2,1,100.0,258,4,8,Passive,Neutral,3,2,3,4,4,2,2,3,3,2,55.0,D,3,3,33.3,3,0,Unlikely
U0342,36,Male,Canada,Desktop,Pro,Power User,16,Yes,4.8,12,1,2,78.8,189,15,2,Detractor,Negative,5,2,4,3,4,1,3,1,2,2,72.5,B,6,4,66.7,3,0,Unsure
U0343,36,Prefer not to say,Spain,Desktop,Pro,New,2,Yes,12.7,12,3,5,64.5,222,6,8,Passive,Neutral,4,1,3,3,3,3,2,4,5,2,60.0,C,4,3,41.7,4,1,Unlikely
U0344,29,Non-binary,India,Desktop,Pro,New,11,Yes,5.2,10,0,3,74.3,255,46,4,Detractor,Negative,4,2,2,3,2,3,4,2,2,1,57.5,D,3,2,25.0,3,1,Unlikely
U0345,29,Female,USA,Desktop,Enterprise,Returning,25,Yes,6.2,13,0,0,82.5,283,1,7,Passive,Neutral,4,2,5,3,4,1,3,1,4,4,72.5,B,6,4,66.7,5,0,Unsure
U0346,36,Female,UK,Tablet,Free,Power User,28,Yes,7.1,8,0,4,76.1,271,20,10,Promoter,Positive,4,3,4,4,3,2,4,2,4,3,62.5,C,4,4,50.0,4,1,Likely
U0347,20,Female,Canada,Desktop,Pro,Returning,12,Yes,5.3,14,1,1,96.0,303,26,8,Passive,Neutral,4,2,4,2,3,1,4,1,3,1,77.5,B,4,4,50.0,3,0,Unsure
U0348,20,Female,France,Desktop,Free,Returning,41,Yes,6.4,8,7,2,64.8,184,10,2,Detractor,Negative,5,2,4,3,3,3,3,3,1,3,55.0,D,2,1,8.3,2,1,Unsure
U0349,27,Male,UK,Mobile,Pro,Returning,6,Yes,3.7,6,1,3,63.8,227,46,9,Promoter,Positive,5,1,4,1,5,3,4,2,3,1,82.5,A,6,4,66.7,3,0,Unsure
U0350,32,Female,USA,Desktop,Pro,Returning,10,Yes,6.3,12,0,0,77.0,220,30,5,Detractor,Negative,4,2,4,2,5,1,4,1,3,2,80.0,A,4,4,50.0,3,0,Unsure
U0351,37,Male,Spain,Desktop,Pro,New,41,Yes,9.6,15,2,3,68.3,245,6,10,Promoter,Positive,5,3,3,3,5,3,3,3,4,3,62.5,C,5,6,75.0,3,1,Unsure
U0352,49,Female,Germany,Desktop,Free,Power User,41,Yes,6.6,11,1,1,97.6,298,0,7,Passive,Neutral,5,3,2,1,4,2,4,1,3,3,70.0,B,4,4,50.0,4,0,Unsure
U0353,43,Female,USA,Mobile,Pro,Returning,21,Yes,7.5,18,0,3,97.5,192,5,7,Passive,Neutral,4,1,5,3,5,2,4,1,3,1,82.5,A,3,3,33.3,4,0,Unsure
U0354,32,Female,USA,Tablet,Free,Returning,35,Yes,7.1,12,2,0,72.3,211,7,9,Promoter,Positive,3,2,5,2,5,4,4,4,4,2,67.5,C,1,2,8.3,3,0,Unsure
U0355,34,Male,UK,Mobile,Free,Power User,2,Yes,8.5,12,0,1,50.4,274,49,9,Promoter,Positive,3,3,3,3,3,2,4,3,2,3,52.5,D,1,4,25.0,3,1,Unsure
U0356,24,Male,USA,Desktop,Pro,Returning,36,Yes,4.1,14,0,2,73.1,72,31,0,Detractor,Negative,5,1,3,1,4,3,4,1,2,1,77.5,B,7,6,91.7,5,1,Likely
U0357,34,Male,USA,Mobile,Basic,New,7,Yes,7.4,11,0,0,71.3,220,1,3,Detractor,Negative,4,1,2,3,2,3,3,3,2,3,50.0,D,5,2,41.7,4,1,Unsure
U0358,31,Male,UK,Desktop,Pro,Returning,4,No,6.1,12,1,0,83.0,206,10,9,Promoter,Positive,5,3,2,1,4,1,3,3,3,3,65.0,C,3,2,25.0,3,0,Unsure
U0359,37,Male,Canada,Desktop,Basic,New,5,No,7.4,12,0,7,74.4,154,12,6,Detractor,Negative,4,1,3,2,4,3,4,3,4,2,70.0,B,5,4,58.3,4,1,Unsure
U0360,26,Non-binary,USA,Desktop,Free,New,10,No,10.9,16,0,0,84.3,240,1,7,Passive,Neutral,4,3,4,3,4,1,4,1,2,2,70.0,B,6,7,91.7,5,1,Unsure
U0361,39,Female,Australia,Desktop,Pro,Returning,5,Yes,3.1,8,0,7,63.9,167,9,10,Promoter,Positive,3,3,4,3,4,3,3,2,3,4,55.0,D,5,3,50.0,2,1,Unsure
U0362,49,Male,Australia,Mobile,Basic,Power User,7,Yes,4.7,10,1,0,82.0,194,5,10,Promoter,Positive,3,3,4,2,2,2,3,2,5,3,62.5,C,5,4,58.3,4,0,Likely
U0363,33,Male,UK,Mobile,Free,Power User,3,Yes,1.3,8,5,1,39.4,247,15,9,Promoter,Positive,5,1,3,3,2,2,4,3,3,2,65.0,C,6,3,58.3,3,1,Unsure
U0364,38,Male,India,Tablet,Pro,Returning,6,Yes,5.1,18,1,2,60.8,301,19,9,Promoter,Positive,4,3,3,3,3,3,4,5,5,2,57.5,D,4,4,50.0,3,1,Likely
U0365,41,Female,USA,Mobile,Basic,New,15,Yes,9.3,13,0,2,62.5,233,25,9,Promoter,Positive,5,2,4,3,4,2,5,3,3,4,67.5,C,5,4,58.3,4,0,Unsure
U0366,30,Female,Netherlands,Mobile,Basic,New,10,Yes,5.3,12,0,2,85.6,297,3,9,Promoter,Positive,3,2,3,3,4,4,3,2,2,2,55.0,D,4,3,41.7,3,0,Unlikely
U0367,36,Female,UK,Desktop,Basic,Power User,8,No,3.6,10,0,1,68.4,251,26,9,Promoter,Positive,4,2,2,3,3,3,2,2,5,1,62.5,C,4,6,66.7,5,0,Unsure
U0368,34,Female,India,Desktop,Pro,Returning,25,Yes,4.8,13,0,4,74.9,238,22,7,Passive,Neutral,3,3,3,2,4,2,3,2,4,2,65.0,C,4,2,33.3,3,1,Unsure
U0369,35,Prefer not to say,France,Mobile,Pro,Returning,40,Yes,3.9,14,0,0,88.9,127,26,8,Passive,Neutral,4,3,4,2,4,2,5,2,4,2,75.0,B,4,6,66.7,4,0,Likely
U0370,26,Female,USA,Desktop,Pro,Power User,25,Yes,4.6,14,1,1,100.0,111,8,10,Promoter,Positive,4,3,3,2,3,3,4,3,5,3,62.5,C,6,7,91.7,4,1,Unsure
U0371,34,Male,UK,Mobile,Free,Power User,7,Yes,7.9,10,1,0,97.1,217,35,10,Promoter,Positive,3,1,3,4,4,2,4,2,4,3,65.0,C,2,5,41.7,3,0,Unsure
U0372,39,Non-binary,India,Desktop,Pro,Power User,25,Yes,4.2,13,1,1,80.3,173,29,4,Detractor,Negative,2,3,3,3,4,3,4,2,4,1,62.5,C,5,5,66.7,4,1,Likely
U0373,49,Male,India,Desktop,Pro,New,3,No,9.1,10,0,1,67.9,279,11,8,Passive,Neutral,2,2,2,4,4,2,4,3,3,2,55.0,D,5,5,66.7,4,0,Unsure
U0374,44,Female,USA,Desktop,Pro,Power User,3,Yes,7.2,11,0,1,74.2,243,6,9,Promoter,Positive,4,2,5,2,5,2,4,2,5,2,82.5,A,4,4,50.0,4,1,Likely
U0375,56,Male,France,Desktop,Basic,Power User,8,No,6.4,14,1,1,70.3,215,51,10,Promoter,Positive,3,1,4,2,4,2,3,2,3,4,65.0,C,4,5,58.3,4,1,Likely
U0376,26,Female,USA,Desktop,Pro,Returning,30,Yes,6.1,8,0,0,72.4,143,20,5,Detractor,Negative,4,2,4,2,2,1,3,1,3,3,67.5,C,5,2,41.7,3,1,Unsure
U0377,43,Female,India,Mobile,Pro,Returning,5,No,8.2,13,0,0,82.1,255,49,10,Promoter,Positive,4,3,3,2,4,2,5,3,4,4,65.0,C,3,5,50.0,3,0,Unsure
U0378,36,Female,UK,Desktop,Free,Returning,1,Yes,7.5,12,1,3,73.7,182,36,10,Promoter,Positive,5,1,4,2,4,3,5,1,4,2,82.5,A,2,3,25.0,4,0,Unlikely
U0379,56,Female,Netherlands,Mobile,Basic,Power User,3,Yes,6.4,8,0,1,76.2,198,21,10,Promoter,Positive,3,2,3,2,3,1,3,3,4,2,65.0,C,4,1,25.0,2,1,Unlikely
U0380,26,Male,USA,Desktop,Enterprise,New,35,Yes,9.4,12,0,2,100.0,126,1,10,Promoter,Positive,3,2,4,4,4,2,4,2,4,1,70.0,B,5,5,66.7,4,0,Unsure
U0381,26,Male,USA,Desktop,Free,Returning,18,Yes,5.4,10,2,2,97.0,226,7,3,Detractor,Negative,3,3,3,2,3,2,4,3,4,4,57.5,D,4,4,50.0,3,1,Unsure
U0382,28,Male,UK,Desktop,Enterprise,New,5,No,9.0,15,1,0,87.6,262,40,10,Promoter,Positive,4,2,5,2,4,3,5,1,3,1,80.0,A,4,5,58.3,5,0,Unsure
U0383,18,Male,UK,Mobile,Pro,Power User,15,Yes,7.2,14,0,1,100.0,183,4,7,Passive,Neutral,4,2,5,2,3,1,3,2,4,3,72.5,B,7,4,75.0,5,0,Likely
U0384,29,Female,Germany,Desktop,Pro,New,13,Yes,5.9,12,0,0,65.8,208,2,10,Promoter,Positive,3,2,5,2,3,3,4,2,3,3,65.0,C,3,2,25.0,3,1,Unsure
U0385,26,Male,USA,Mobile,Free,New,19,No,4.7,16,2,3,83.4,155,28,8,Passive,Neutral,5,3,2,3,2,2,2,3,3,4,47.5,F,2,1,8.3,3,1,Unlikely
U0386,36,Prefer not to say,Australia,Desktop,Free,Returning,5,Yes,6.7,13,0,5,100.0,221,14,4,Detractor,Negative,5,2,4,3,2,2,4,1,5,1,77.5,B,7,5,83.3,4,0,Likely
U0387,37,Female,UK,Mobile,Enterprise,Power User,36,Yes,7.2,11,0,0,100.0,116,2,8,Passive,Neutral,4,3,5,2,4,1,5,2,5,3,80.0,A,6,7,91.7,5,0,Likely
U0388,53,Female,USA,Desktop,Free,New,7,Yes,7.1,14,0,2,72.9,240,7,5,Detractor,Negative,4,2,3,2,3,2,3,2,5,4,65.0,C,2,2,16.7,2,1,Unsure
U0389,44,Male,USA,Mobile,Pro,New,21,Yes,10.2,18,0,0,70.1,189,10,10,Promoter,Positive,3,2,5,2,4,2,5,2,5,1,82.5,A,6,7,91.7,4,0,Unsure
U0390,28,Female,UK,Mobile,Basic,Power User,0,No,9.3,13,1,1,55.1,274,0,9,Promoter,Positive,5,3,4,2,3,2,2,3,2,2,60.0,C,3,5,50.0,3,1,Unlikely
U0391,25,Non-binary,UK,Tablet,Free,Returning,8,Yes,3.4,9,1,3,75.7,210,27,10,Promoter,Positive,4,3,4,2,4,3,2,4,3,3,55.0,D,4,2,33.3,4,1,Unlikely
